player_name,team_abbreviation,season,games_played,minutes_per_game,per,epm,o_epm,d_epm,dpm,o_dpm,d_dpm,rapm,o_rapm,d_rapm,lebron,o_lebron,d_lebron,bpm,obpm,dbpm,ws,ows,dws,ws_per_48,vorp,bbref_ts_pct,bbref_three_point_attempt_rate,bbref_free_throw_attempt_rate,bbref_off_reb_pct,bbref_def_reb_pct,bbref_total_reb_pct,bbref_assist_pct,bbref_steal_pct,bbref_block_pct,bbref_turnover_pct,bbref_usage_pct,nba_off_rating,nba_def_rating,nba_net_rating,nba_est_off_rating,nba_est_def_rating,nba_est_net_rating,nba_assist_pct,nba_assist_to,nba_assist_ratio,nba_off_reb_pct,nba_def_reb_pct,nba_reb_pct,nba_team_turnover_pct,nba_est_turnover_pct,nba_effective_fg_pct,nba_true_shooting_pct,nba_usage_pct,nba_est_usage_pct,nba_est_pace,nba_pace,nba_pie,nba_possessions,source_basketball_reference,source_databallr,source_nba_stats,source_epm,source_lebron
Kyle Anderson,MEM,2025-26,4,22.3,15.1,,,,-1,-2.36,1.37,-1.56,-3.25,1.69,,,,-1.1,-2.5,1.4,0.2,0.1,0.1,0.105,0,0.821,0.053,0.421,3.6,13.6,8.5,4.9,3.2,4.1,23.7,13.8,109.5,110.5,-0.9,106.7,108,-1.3,0.05,0.43,9.4,0.033,0.133,0.081,21.9,21.5,0.816,0.821,0.141,0.145,104.71,102.18,0.102,189,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jaren Jackson Jr.,MEM,2025-26,45,30.7,15.4,,,,,,,,,,,,,-0.8,-1.2,0.4,1.3,0,1.3,0.046,0.4,0.574,0.328,0.279,3.2,17.4,10.1,9.9,1.6,4.5,11.7,25.6,108.2,111.9,-3.7,106.8,110.8,-4,0.102,0.86,9.2,0.027,0.141,0.085,10.7,10.7,0.534,0.574,0.248,0.256,104.38,103.22,0.104,2973,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Ja Morant,MEM,2025-26,20,28.5,16.6,,,,,,,,,,,,,-1.5,0.5,-2,0.3,0,0.3,0.024,0.1,0.521,0.264,0.363,1.5,11,6.2,45.1,1.7,1,16,32.5,109.5,113.9,-4.4,108.1,113.2,-5.1,0.447,2.27,26.6,0.013,0.096,0.053,11.7,11.7,0.441,0.521,0.305,0.315,107.62,106.6,0.128,1265,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Brandon Clarke,MEM,2025-26,2,10,12.3,,,,,,,,,,,,,-4.9,-4.7,-0.2,0,0,0,0.038,0,0.372,0,0.444,21.3,11,16.2,7.1,4.7,0,0,22.4,87.8,110,-22.2,91.6,115.4,-23.9,0.071,,8.3,0.154,0.077,0.115,,,0.333,0.372,0.193,0.199,111.09,116.25,0.023,49,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Ty Jerome,MEM,2025-26,15,22.6,25.6,,,,,,,,,,,,,7.7,8.2,-0.6,1.3,1.1,0.2,0.191,0.8,0.616,0.465,0.26,3.5,10.1,6.7,44.9,2.2,1.1,10.1,32.7,122.2,127.2,-5,119.5,125.8,-6.3,0.409,3.15,24.6,0.035,0.093,0.065,7.8,7.7,0.572,0.616,0.332,0.342,101.3,99.63,0.162,699,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
John Konchar,MEM,2025-26,30,14.5,12.9,,,,,,,,,,,,,2.3,-1.2,3.5,1,0.4,0.6,0.109,0.5,0.619,0.549,0.183,4.9,18.2,11.4,11.9,3.4,2.7,15.4,8.7,104,104.2,-0.2,103.6,102.8,0.8,0.127,2.86,30.8,0.04,0.147,0.093,10.8,10.7,0.613,0.619,0.083,0.087,104.08,103.22,0.1,933,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Santi Aldama,MEM,2025-26,43,27.9,16.3,,,,,,,,,,,,,1.7,1.3,0.4,2.3,1.3,1,0.092,1.1,0.572,0.42,0.239,6,20.2,13,15.7,1.5,2.4,9.5,20.2,113.6,116,-2.4,111.8,114.6,-2.8,0.153,2.29,18.1,0.052,0.171,0.112,7.9,7.8,0.553,0.572,0.191,0.199,104.96,103.47,0.115,2589,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Charles Bassey,MEM,2025-26,2,15.5,12.6,,,,,,,,,,,,,-4.4,-3.1,-1.4,0,0,0,0.067,0,0.376,0,0.375,24,28.4,26.2,8.5,1.5,3,9.7,13.8,83.3,97.2,-13.9,89.2,100.5,-11.3,,,,0.182,0.095,0.14,10,10.2,0.857,0.799,0.222,0.234,95.93,100.86,0.241,36,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jock Landale,MEM,2025-26,45,23.6,16.8,,,,,,,,,,,,,-0.2,1,-1.3,2.5,1.9,0.6,0.114,0.5,0.594,0.332,0.229,14.2,15.7,14.9,10.6,1.1,1.9,9.7,18.6,114.9,111.7,3.2,113.8,111.4,2.4,0.126,2.86,17.5,0.086,0.119,0.102,6.1,6.1,0.594,0.596,0.169,0.175,102.08,101.43,0.096,944,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
DeJon Jarreau,MEM,2025-26,11,21,9.7,,,,,,,,,,,,,-5.2,-4.9,-0.3,-0.2,-0.4,0.2,-0.035,-0.2,0.473,0.361,0.277,5.5,18.6,12,21.8,2.1,3.2,21.8,21.4,99.2,122.2,-23,98.7,122.6,-24,0.265,1.38,23.2,0.046,0.174,0.105,16.8,16.8,0.422,0.473,0.211,0.219,103.3,103.18,0.073,497,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Vince Williams Jr.,MEM,2025-26,34,21.6,10.8,,,,,,,,,,,,,-0.9,-1.5,0.6,0.2,-0.4,0.5,0.01,0.2,0.478,0.602,0.174,4.9,15.3,10,27.8,1.7,1.7,18.1,19.6,109,108.5,0.5,108.8,107.8,1,0.285,2.38,30.1,0.042,0.12,0.082,12.7,12.7,0.445,0.478,0.193,0.199,102.05,101.59,0.086,1556,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Scotty Pippen Jr.,MEM,2025-26,10,21.2,14.7,,,,,,,,,,,,,-2.8,-2.5,-0.3,0.1,-0.1,0.2,0.025,0,0.537,0.333,0.24,4,7.3,5.6,33.8,4.2,1.7,20.3,26.1,107.1,118.7,-11.5,108.2,115.8,-7.6,0.324,1.74,26.3,0.035,0.065,0.05,15.1,15,0.5,0.537,0.255,0.265,105.53,104.78,0.086,464,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Christian Koloko,MEM,2025-26,11,17.7,9,-3.3482,-1.36577,-1.98242,,,,,,,,,,-3.1,-4.8,1.7,0.1,-0.1,0.2,0.029,-0.1,0.394,0.029,0.114,10.4,14.1,12.2,6.5,2.4,6.1,16,9.3,104,111,-6.9,105.3,110.4,-5.1,0.067,0.89,13.1,0.072,0.124,0.1,14.8,14.8,0.449,0.502,0.137,0.142,106.28,106.62,0.045,346,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Lucas Williamson,MEM,2025-26,7,32,8,,,,,,,,,,,,,-7.6,-5.4,-2.1,0,-0.1,0.2,0.005,-0.3,0.465,0.707,0.107,5.2,13.3,9.2,10.8,2.3,0.4,11.3,16.4,105.2,129.7,-24.5,104.8,127.9,-23.1,0.108,1.8,17,0.042,0.127,0.08,9.4,9.4,0.433,0.465,0.159,0.162,108.23,107.27,0.044,499,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Taylor Hendricks,MEM,2025-26,26,24.1,13.7,,,,,,,,,,,,,-1.5,-1.3,-0.2,0.8,0.1,0.7,0.061,0.1,0.562,0.502,0.176,6.1,15.1,10.5,7.2,2.8,3.2,10.9,18.2,105.1,122.8,-17.7,105.6,121.6,-15.9,0.069,1.2,13,0.055,0.138,0.096,10.9,10.7,0.547,0.574,0.132,0.138,104.14,103.87,0.069,1064,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Olivier-Maxence Prosper,MEM,2025-26,53,18.6,16.9,,,,,,,,,,,,,-0.1,1.1,-1.2,2.4,1.8,0.7,0.119,0.5,0.662,0.423,0.326,6.4,14.3,10.3,7.8,1.9,1.2,10.5,18.9,110.7,120.4,-9.7,111.2,119.7,-8.5,0.077,1.09,10.3,0.057,0.127,0.091,9.5,9.4,0.634,0.662,0.183,0.19,104.79,104.7,0.103,2145,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Dariq Whitehead,MEM,2025-26,6,30.5,8.7,-3.8685,-2.11308,-1.75538,,,,,,,,,,-8,-3.6,-4.4,-0.2,-0.2,0.1,-0.047,-0.3,0.51,0.645,0.075,1.2,13.2,7.1,7.5,1,0,9.4,24.1,102.5,126.5,-24.1,102.7,124.7,-22,0.078,0.9,7.8,0.009,0.12,0.059,8.7,8.7,0.5,0.51,0.231,0.237,107.41,106.73,0.062,406,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Rayan Rupert,MEM,2025-26,16,30.9,11,,,,,,,,,,,,,-5.1,-4,-1.1,0.4,0,0.5,0.041,-0.4,0.531,0.392,0.241,5.4,17.1,11.2,9.6,2.5,1.3,12.8,17.7,101.8,112.1,-10.4,102.2,113,-10.8,0.085,1.21,15.7,0.036,0.106,0.07,13,13,0.435,0.447,0.127,0.131,101.45,102.03,0.04,1227,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
GG Jackson,MEM,2025-26,55,21.4,15.6,,,,,,,,,,,,,-1.2,0,-1.2,1.3,0.4,0.9,0.052,0.2,0.591,0.375,0.294,4.4,17.4,10.8,10.7,1.2,3.4,12.8,23.5,114,117.5,-3.5,113.4,116.8,-3.4,0.103,0.95,10.9,0.04,0.154,0.097,11.4,11.4,0.558,0.591,0.23,0.236,103.43,102.85,0.108,2525,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Zach Edey,MEM,2025-26,11,25.8,20.7,,,,,,,,,,,,,0.5,-0.6,1.1,0.8,0.4,0.4,0.134,0.2,0.669,0.051,0.327,16.1,30.6,23.3,6.6,1.2,6.8,18.8,20.2,112.8,94.5,18.3,111.6,95.8,15.8,0.061,0.46,7.9,0.148,0.243,0.198,17.2,17.3,0.638,0.669,0.2,0.203,101.57,101.72,0.157,603,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
PJ Hall,MEM,2025-26,7,3.9,18.9,,,,,,,,,,,,,1.8,1.7,0.1,0.1,0.1,0,0.151,0,0.63,0.333,0.333,11.8,24.5,18,11,0,6.8,8.8,17.4,109.1,116.2,-7.1,108.6,115.2,-6.7,0.069,0.53,9.4,0.157,0.18,0.169,17.6,17.8,0.52,0.594,0.174,0.177,100.26,99.62,0.094,386,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Cam Spencer,MEM,2025-26,72,23.8,17.2,,,,,,,,,,,,,2.2,3,-0.8,5.3,4.7,0.6,0.149,1.8,0.649,0.585,0.241,2.5,9.2,5.8,33.1,1.4,0.6,13.1,17.2,112.4,116,-3.6,111.3,115.4,-4.1,0.332,4.3,36.6,0.022,0.082,0.051,8.5,8.4,0.604,0.649,0.166,0.174,102.3,101.59,0.12,3647,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jaylen Wells,MEM,2025-26,69,26.4,11.5,,,,,,,,,,,,,-3.1,-1.8,-1.4,1.6,0.9,0.7,0.042,-0.5,0.559,0.523,0.245,3.6,9.6,6.5,8.8,1.6,0.5,8.7,19.3,113.4,117.8,-4.4,111.6,117.1,-5.6,0.085,1.5,11.6,0.031,0.086,0.058,7.8,7.7,0.524,0.559,0.189,0.194,103.3,102.14,0.069,3870,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Walter Clayton Jr.,MEM,2025-26,24,25,10.1,,,,,,,,,,,,,-5.8,-2.7,-3.1,-0.1,-0.3,0.2,-0.005,-0.6,0.502,0.493,0.288,1.8,7.5,4.6,30.9,1.6,1.1,20.3,20.1,112.2,119.4,-7.1,112,119.5,-7.5,0.242,2.51,29.7,0.018,0.087,0.052,11.9,11.8,0.484,0.54,0.168,0.174,103.39,103.34,0.073,1749,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Cedric Coward,MEM,2025-26,62,25.8,15.3,,,,,,,,,,,,,-0.2,0.4,-0.6,2.5,1.4,1.1,0.076,0.7,0.585,0.424,0.256,5.5,19.4,12.3,16,1.2,1.6,12.7,21.5,113.8,113.5,0.3,113.4,113.6,-0.2,0.154,1.63,17.2,0.05,0.16,0.106,10.6,10.5,0.542,0.585,0.207,0.214,104.43,104.31,0.11,3478,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jahmai Mashack,MEM,2025-26,31,21.7,7,-5.5802,-4.08986,-1.4903,,,,,,,,,,-7,-6.1,-0.9,-0.5,-1,0.5,-0.036,-0.8,0.456,0.385,0.179,3.6,9.5,6.5,13.8,2.6,1.9,18.9,16,106.2,120.7,-14.5,105.7,118.7,-13,0.141,1.41,21,0.031,0.086,0.057,14.9,14.9,0.444,0.456,0.156,0.16,105.14,104,0.041,1459,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Javon Small,MEM,2025-26,41,20.2,16.1,,,,,,,,,,,,,1,1.7,-0.6,1.9,1.4,0.5,0.112,0.6,0.611,0.493,0.285,4.6,12.2,8.3,26.1,1.9,1,14.7,19,111.7,117.4,-5.7,111.4,116.4,-4.9,0.257,2.7,28.5,0.04,0.109,0.074,10.6,10.5,0.569,0.611,0.183,0.19,104.95,104.37,0.109,1802,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Tyler Burton,MEM,2025-26,12,25.6,9.5,,,,,,,,,,,,,-5.3,-3.4,-1.9,0.1,-0.1,0.2,0.023,-0.3,0.521,0.589,0.241,2.8,15.1,8.8,5.4,1.7,1.2,8.2,18.3,102,124.3,-22.3,100,123.9,-23.9,0.062,1.09,8.2,0.023,0.137,0.076,7.5,7.5,0.473,0.521,0.18,0.185,104.34,103.12,0.061,660,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Lawson Lovering,MEM,2025-26,2,24.5,13.7,-3.2311,-1.0987,-2.13243,,,,,,,,,,-3.6,-3.7,0.1,0.1,0.1,0.1,0.106,0,0.574,0,0.5,13,20.2,16.6,8.3,2.9,1.9,14.1,12.1,110.5,110.6,-0.1,112.9,113.8,-0.8,0.07,1.5,17.6,0.105,0.188,0.143,11.8,11.6,0.6,0.574,0.106,0.112,107.88,110.59,0.07,114,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Adama Bal,MEM,2025-26,8,30.1,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,130,-30.3,99.1,127.9,-28.8,0.119,3.17,19.6,0.022,0.08,0.049,6.2,6.2,0.544,0.573,0.134,0.137,106.93,105.82,0.052,530,,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Toby Okani,MEM,2025-26,6,36.2,4.1,,,,,,,,,,,,,-10.7,-6.8,-3.9,-0.2,-0.3,0,-0.052,-0.5,0.408,0.443,0.114,4.4,6.1,5.2,3.7,0.9,1.3,3.9,14.7,100,128.1,-28.1,99.3,124.8,-25.5,0.039,2,7.2,0.034,0.053,0.043,3.6,3.6,0.421,0.408,0.142,0.143,108.67,106.9,0.013,483,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
CJ McCollum,ATL,2025-26,41,28.8,16.5,,,,1.26,1.05,0.21,0.87,1.33,-0.46,,,,0.9,1.6,-0.7,2,0.9,1.2,0.082,0.9,0.56,0.426,0.216,3.5,8.3,5.9,21.3,1.6,2,10.1,26.9,112.1,120.4,-8.3,110.7,118.6,-7.9,0.175,2.17,16.8,0.02,0.083,0.052,7.7,7.7,0.544,0.573,0.237,0.243,104.2,102.79,0.098,2325,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Kristaps Porziņģis,ATL,2025-26,17,24.3,20.6,,,,,,,,,,,,,3.7,2.7,1,1.5,1,0.6,0.179,0.6,0.592,0.41,0.386,5.4,17.6,11.4,16.6,1,4.8,6.1,26.4,117.2,111.3,5.8,116.7,110.8,5.9,0.162,2.88,14.9,0.049,0.149,0.1,5.2,5.2,0.531,0.592,0.259,0.264,104.85,104.4,0.126,897,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Buddy Hield,ATL,2025-26,7,7.3,16.5,,,,-0.9,-0.56,-0.33,-1.42,0.04,-1.47,,,,-1.1,1,-2.1,0,0,0.1,0.044,0,0.636,0.63,0.111,2.1,15.1,8.5,15.1,1.9,0,17.5,28.1,109.6,114.6,-5,109.4,115.5,-6.1,0.13,1.57,15.7,0.032,0.104,0.068,10,9.9,0.545,0.562,0.188,0.196,103.34,103.68,0.083,1657,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Luke Kennard,ATL,2025-26,46,20.5,13.5,,,,,,,,,,,,,0.5,0.2,0.3,2.7,1.9,0.9,0.139,0.6,0.713,0.621,0.146,2.2,9.3,5.7,13.2,1.7,0.5,11.1,12.7,111.2,111.4,-0.2,111.4,111.4,0.1,0.137,3,25.3,0.02,0.079,0.05,8.4,8.3,0.692,0.713,0.124,0.13,102.7,102.8,0.092,2025,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Tony Bradley,ATL,2025-26,3,11.3,10.2,,,,,,,,,,,,,-6.2,-2.9,-3.3,0,0,0,0.061,0,0.5,0.182,0,12.6,16.2,14.4,7.8,0,0,8.3,14.7,105.1,116.7,-11.6,105.2,117.6,-12.4,0.076,1.18,12.3,0.113,0.131,0.121,10.4,10.5,0.561,0.604,0.136,0.14,101.42,101.88,0.077,882,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Trae Young,ATL,2025-26,10,28,19.8,,,,,,,,,,,,,1.8,3.5,-1.7,1,0.7,0.2,0.163,0.3,0.577,0.437,0.541,0,5.9,2.9,45.1,1.7,0.3,13.5,28.8,119.4,126.2,-6.8,118.3,126.9,-8.6,0.416,3.42,31.7,,0.055,0.026,9.3,9.2,0.481,0.577,0.268,0.276,109.3,109.07,0.118,639,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Gabe Vincent,ATL,2025-26,24,13.3,8.2,,,,,,,,,,,,,-3.4,-3.6,0.1,0.3,0,0.3,0.049,-0.1,0.509,0.814,0.14,3.3,5.9,4.6,15.1,1.9,0.6,14.1,13.8,117.9,118.8,-1,118.8,118.7,0.1,0.085,3.08,20.2,0.013,0.034,0.024,6.6,6.5,0.492,0.512,0.111,0.115,100.68,101.03,0.024,1182,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Nickeil Alexander-Walker,ATL,2025-26,78,33.4,16.5,,,,,,,,,,,,,1.2,1.6,-0.4,6.3,3.6,2.7,0.116,2.1,0.61,0.526,0.257,2.1,9.1,5.6,15.8,1.9,1.5,10.9,23.9,116.1,112,4,115.4,111.2,4.2,0.155,1.77,16.2,0.019,0.079,0.049,9.2,9.1,0.564,0.61,0.23,0.238,105.04,104.38,0.105,5668,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Onyeka Okongwu,ATL,2025-26,74,31,15.9,,,,,,,,,,,,,0.7,-0.1,0.8,6,2.6,3.3,0.125,1.6,0.592,0.445,0.235,6.5,20.3,13.3,13.9,1.7,3.1,11.8,19.5,113.4,111.3,2.1,112.7,111,1.7,0.14,1.82,17.7,0.058,0.178,0.117,9.7,9.7,0.564,0.592,0.189,0.195,104.88,104.39,0.104,4998,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Vít Krejčí,ATL,2025-26,46,22.3,11.3,,,,,,,,,,,,,-1.3,-1.3,0,2.2,1.2,1,0.103,0.2,0.639,0.776,0.117,2,8.4,5.1,8.6,1.7,1.1,8.5,14.3,109.9,111.5,-1.6,109.4,111.7,-2.4,0.091,2.27,16.2,0.017,0.073,0.045,7.1,7.1,0.628,0.639,0.141,0.146,102.58,102.46,0.067,2189,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Corey Kispert,ATL,2025-26,39,18.2,12.6,,,,,,,,,,,,,-2.3,-0.4,-1.9,1.2,0.7,0.5,0.082,-0.1,0.591,0.585,0.229,3.2,10.4,6.7,11.6,0.5,0.8,9.3,19.6,110.2,117.6,-7.4,109.8,119,-9.2,0.117,2.29,18,0.015,0.089,0.053,7.9,7.8,0.622,0.649,0.158,0.163,106.27,106.64,0.09,821,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jonathan Kuminga,ATL,2025-26,16,22.1,16.5,,,,,,,,,,,,,0.1,-0.2,0.4,0.8,0.3,0.5,0.11,0.2,0.576,0.359,0.393,6,20.2,13,13.1,1.9,1.3,11,22.5,110.7,112.8,-2.1,109.6,110.9,-1.3,0.162,1.09,15.7,0.06,0.184,0.122,14.4,14.4,0.497,0.543,0.239,0.243,103.19,101.77,0.099,1006,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jalen Johnson,ATL,2025-26,72,35.2,20.4,,,,,,,,,,,,,4.2,2.8,1.4,7.5,3.6,3.9,0.141,4,0.581,0.278,0.311,4.3,27.8,15.9,33.5,1.7,1.1,14.9,27,115.5,112.3,3.2,114.1,110.8,3.4,0.325,2.32,25.7,0.038,0.241,0.14,11.1,11.1,0.537,0.581,0.264,0.27,104.93,103.58,0.161,5468,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jock Landale,ATL,2025-26,23,19.4,16,,,,,,,,,,,,,0.1,0.5,-0.4,1.3,0.8,0.5,0.141,0.2,0.596,0.403,0.233,10.1,13.1,11.6,12.4,1.1,2.8,7.4,17.7,114.4,118.9,-4.5,112.4,118.2,-5.8,0.104,1.63,13.6,0.121,0.143,0.132,8.3,8.4,0.577,0.594,0.18,0.184,103.21,101.99,0.099,2258,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Dyson Daniels,ATL,2025-26,76,33.2,15.5,,,,,,,,,,,,,1.3,-0.6,1.8,6.6,3.1,3.6,0.126,2.1,0.542,0.151,0.157,7.8,14.7,11.2,23.9,2.8,1.1,14,16,116.8,110.6,6.2,115.7,109.5,6.2,0.23,3.33,31.8,0.071,0.129,0.1,9.6,9.5,0.532,0.542,0.157,0.16,104.24,103.18,0.106,5403,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Christian Koloko,ATL,2025-26,14,11.1,8.8,-3.3482,-1.36577,-1.98242,,,,,,,,,,-6.6,-7.2,0.7,0.2,-0.1,0.2,0.05,-0.2,0.502,0.205,0.282,8.2,17,12.5,6.4,1.2,5.8,17,14.1,111.5,105.5,6,109.9,106.2,3.7,0.063,1.43,18.5,0.088,0.126,0.106,13,13,0.4,0.394,0.091,0.092,104,103.62,0.047,419,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Caleb Houstan,ATL,2025-26,18,4.2,16.4,,,,,,,,,,,,,0.3,1.6,-1.2,0.2,0.2,0.1,0.16,0,0.769,0.808,0.115,7.1,8.8,8,7.4,1.3,1.2,12.8,17.4,97.6,98.2,-0.6,103.3,101.8,1.5,0.083,1,11.4,0.066,0.081,0.073,11.4,11.3,0.75,0.769,0.168,0.181,102.06,106.86,0.103,169,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Keaton Wallace,ATL,2025-26,53,10.1,10.4,,,,,,,,,,,,,-2.7,-3,0.3,0.7,0.1,0.6,0.066,-0.1,0.52,0.596,0.105,0.6,10.9,5.7,22.5,2.1,0.8,13.5,16.1,102.2,110.8,-8.6,104.2,111.7,-7.4,0.264,3.36,31.2,0.005,0.097,0.05,9.3,9.3,0.509,0.52,0.161,0.17,101.15,102.54,0.077,1144,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
