player_name,team_abbreviation,season,games_played,minutes_per_game,per,epm,o_epm,d_epm,dpm,o_dpm,d_dpm,rapm,o_rapm,d_rapm,lebron,o_lebron,d_lebron,bpm,obpm,dbpm,ws,ows,dws,ws_per_48,vorp,bbref_ts_pct,bbref_three_point_attempt_rate,bbref_free_throw_attempt_rate,bbref_off_reb_pct,bbref_def_reb_pct,bbref_total_reb_pct,bbref_assist_pct,bbref_steal_pct,bbref_block_pct,bbref_turnover_pct,bbref_usage_pct,nba_off_rating,nba_def_rating,nba_net_rating,nba_est_off_rating,nba_est_def_rating,nba_est_net_rating,nba_assist_pct,nba_assist_to,nba_assist_ratio,nba_off_reb_pct,nba_def_reb_pct,nba_reb_pct,nba_team_turnover_pct,nba_est_turnover_pct,nba_effective_fg_pct,nba_true_shooting_pct,nba_usage_pct,nba_est_usage_pct,nba_est_pace,nba_pace,nba_pie,nba_possessions,source_basketball_reference,source_databallr,source_nba_stats,source_epm,source_lebron
Andre Drummond,PHI,2025-26,63,19.5,16.4,,,,-1.32,-2.61,1.29,-1.12,-0.8,-0.32,,,,-0.6,-0.4,-0.2,3.4,1.5,1.9,0.133,0.4,0.539,0.267,0.249,17.5,29.8,23.6,8.9,1.5,3.7,14,14.9,110.3,113.6,-3.2,109.8,112.7,-2.9,0.09,1.31,15.5,0.145,0.264,0.202,11.8,11.8,0.519,0.539,0.143,0.147,101.19,100.54,0.113,2577,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Paul George,PHI,2025-26,37,30.7,16.7,,,,1.63,0.16,1.47,2.31,0.12,2.19,,,,1.7,1,0.7,2.5,1.1,1.4,0.108,1.1,0.57,0.497,0.216,1.9,17.1,9.4,17.7,2.6,1.3,10.2,23.3,115,111.4,3.6,114.6,110.2,4.4,0.175,2.08,17.6,0.017,0.147,0.081,8.5,8.4,0.536,0.57,0.229,0.236,101.03,100.33,0.117,2374,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Eric Gordon,PHI,2025-26,6,12.3,14.4,-2.6182,-1.22045,-1.39778,-1.84,-1.71,-0.13,-0.23,-0.07,-0.16,,,,2.4,2.1,0.3,0.2,0.1,0.1,0.116,0.1,0.754,0.667,0.095,1.5,1.5,1.5,5.8,2.6,1.3,12.1,14.2,102.6,120.1,-17.6,102.8,119.3,-16.5,0.063,1,10.7,0.013,0.014,0.013,10.7,10.8,0.762,0.754,0.137,0.143,102.73,102.51,0.083,156,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Kyle Lowry,PHI,2025-26,14,8.4,1.4,-2.5308,-1.52692,-1.0039,-3.8,-3.99,0.19,-1.63,-2.7,1.06,,,,-10.4,-8.2,-2.2,-0.2,-0.2,0.1,-0.062,-0.3,0.308,1,0.24,0,8.4,4.2,11.3,0.8,1.6,12.6,11.3,98.5,116.5,-18,100,114.4,-14.4,0.131,2.75,25.6,,0.065,0.032,9.3,9.4,0.24,0.308,0.106,0.11,105.21,105.12,0.013,262,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Joel Embiid,PHI,2025-26,38,31.6,24.7,4.6152,3.31195,1.30324,3.53,2.57,0.96,2.86,0.96,1.91,,,,4.9,5.1,-0.2,4.1,2.8,1.3,0.163,2.1,0.605,0.228,0.481,6.7,20,13.3,21.7,0.8,3.6,11.4,33.5,119.1,113.2,5.8,118.7,111.5,7.2,0.209,1.38,13.6,0.063,0.169,0.118,9.9,9.9,0.527,0.605,0.336,0.343,101.61,100.69,0.163,2522,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Cameron Payne,PHI,2025-26,22,17,14.4,,,,-1.27,-1.02,-0.25,-0.61,-1.24,0.63,,,,0.3,-0.7,1,0.8,0.4,0.5,0.106,0.2,0.514,0.651,0.148,0.9,12.1,6.4,21.8,3.1,1.8,6.5,19.2,105.5,113.6,-8.1,105.5,113.9,-8.3,0.22,5.27,25.4,0.007,0.103,0.055,4.8,4.8,0.483,0.514,0.183,0.189,104.5,104.63,0.096,817,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Kelly Oubre Jr.,PHI,2025-26,50,31.5,13,,,,-0.6,-0.25,-0.36,-2.43,-0.73,-1.7,,,,-1.4,-1.3,-0.1,2.7,1.1,1.6,0.083,0.2,0.58,0.439,0.267,3.4,14.2,8.7,7.3,2.1,1.4,10.2,18.2,115.2,117.2,-1.9,114.2,114.4,-0.3,0.073,1.16,10.6,0.031,0.121,0.077,9.2,9.1,0.546,0.58,0.179,0.184,102.05,100.4,0.083,3292,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Tyrese Maxey,PHI,2025-26,70,38,21.9,3.0473,4.3101,-1.26278,,,,,,,,,,5.4,5,0.5,8.7,5.9,2.8,0.156,4.9,0.588,0.399,0.278,1,11,5.9,28.9,2.4,1.9,9.2,29.4,114.9,113.4,1.5,113.3,111.4,1.9,0.288,2.7,20,0.008,0.096,0.052,7.4,7.4,0.536,0.588,0.286,0.294,101.88,100.27,0.15,5571,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Quentin Grimes,PHI,2025-26,75,29.4,12.9,,,,,,,,,,,,,-1.6,-0.9,-0.6,3.6,1.9,1.7,0.078,0.2,0.585,0.503,0.314,2.2,11.4,6.7,15.7,1.4,1.2,13.4,19,112.3,112.4,-0.1,111.4,110.7,0.7,0.159,1.83,19.8,0.02,0.096,0.058,10.8,10.8,0.534,0.585,0.183,0.189,102.65,101.45,0.092,4667,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Charles Bassey,PHI,2025-26,1,5,21.3,,,,,,,,,,,,,7,2.8,4.2,0,0,0,0.193,0,1,0,0,0,0,0,0,0,18.8,0,8.4,83.3,97.2,-13.9,89.2,100.5,-11.3,,,,0.182,0.095,0.14,10,10.2,0.857,0.799,0.222,0.234,95.93,100.86,0.241,36,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Trendon Watford,PHI,2025-26,53,16.3,13.1,,,,,,,,,,,,,-1.9,-2.2,0.2,1.4,0.6,0.8,0.078,0,0.573,0.187,0.287,4.7,17.5,11,21.8,0.9,2.4,17.5,17.9,106.5,115.6,-9.1,107.6,114.8,-7.2,0.229,2.06,26.6,0.041,0.146,0.094,12.9,12.9,0.534,0.573,0.17,0.178,103.11,103.23,0.093,1863,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Dalen Terry,PHI,2025-26,14,12.4,11.7,,,,,,,,,,,,,-2.4,-2.3,-0.1,0.3,0.1,0.2,0.074,0,0.494,0.377,0.245,4.3,9.5,6.9,18.1,1.9,2.2,7.8,15.5,109.6,111.7,-2.1,109.4,110.5,-1.1,0.174,4.6,27.1,0.037,0.079,0.058,5.9,5.8,0.481,0.494,0.147,0.155,104.33,103.64,0.07,374,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Patrick Baldwin Jr.,PHI,2025-26,1,2,6.3,,,,,,,,,,,,,-8.1,-5,-3.1,0,0,0,0.085,0,,,,0,55.2,27.3,0,0,0,,0,104,92.3,11.7,110,94.5,15.5,,,,,0.083,0.053,16.7,17,1,1.025,0.231,0.239,96.21,100.05,0.161,25,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Tyrese Martin,PHI,2025-26,9,9,6,-3.2528,-2.20378,-1.04906,,,,,,,,,,-5.7,-5.6,-0.1,-0.1,-0.2,0.1,-0.057,-0.1,0.437,0.591,0.091,2.7,10.9,6.7,14.8,1.8,2.3,23.4,15.6,101.8,103,-1.2,98,103.2,-5.2,0.158,1.29,23.1,0.022,0.1,0.059,17.9,18,0.455,0.437,0.152,0.157,101.54,99.73,0.053,168,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Dominick Barlow,PHI,2025-26,71,23.8,13.2,,,,,,,,,,,,,-1.1,-1.5,0.4,3.9,2.2,1.8,0.112,0.4,0.597,0.206,0.328,8.5,13.5,11,7,1.8,2.9,10.9,12.8,112.7,111.9,0.8,112.4,110.4,2,0.069,1.55,14.6,0.075,0.118,0.096,9.4,9.3,0.565,0.597,0.125,0.129,102.07,101.23,0.078,3560,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
MarJon Beauchamp,PHI,2025-26,14,14,13.4,,,,,,,,,,,,,-1.6,-0.6,-1,0.2,0,0.2,0.06,0,0.563,0.618,0.25,3.8,14.1,8.9,11.1,2.2,1.9,13.4,21,107.5,111.6,-4,106.7,111.8,-5.1,0.109,1.15,13.3,0.033,0.114,0.075,11.5,11.6,0.539,0.563,0.203,0.207,105.05,104.76,0.087,424,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jabari Walker,PHI,2025-26,64,11.9,12.5,,,,,,,,,,,,,-2.7,-2.1,-0.6,1.7,0.9,0.8,0.106,-0.1,0.568,0.446,0.319,10.2,17.4,13.7,6.1,1.5,1.6,10,15,112.8,112.8,,111.9,112.5,-0.6,0.061,1.26,11.1,0.087,0.156,0.12,8.9,8.9,0.531,0.568,0.142,0.146,103.05,102.53,0.073,1629,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jared McCain,PHI,2025-26,37,16.8,9.4,,,,,,,,,,,,,-3.7,-3,-0.7,0.3,-0.2,0.5,0.024,-0.3,0.506,0.515,0.108,1,12.3,6.6,13.9,1.7,0.3,11,18.5,112.2,107.4,4.8,111.3,105.6,5.7,0.079,1.08,8.8,0.03,0.077,0.054,8.2,8.2,0.57,0.593,0.222,0.229,102.83,101.55,0.091,1146,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Justin Edwards,PHI,2025-26,64,15.3,12.1,,,,,,,,,,,,,-1.3,-1.8,0.6,1.7,0.8,0.9,0.086,0.2,0.572,0.563,0.122,2.9,7.7,5.2,11.5,2.7,1.1,9.6,16.1,111.6,115,-3.4,112.5,115.5,-3,0.114,2.22,17.7,0.025,0.07,0.047,7.9,7.9,0.552,0.572,0.154,0.161,103.3,103.96,0.068,2116,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Adem Bona,PHI,2025-26,71,17.4,12.8,,,,,,,,,,,,,-2.9,-3.2,0.3,2.9,1.4,1.5,0.112,-0.3,0.638,0.027,0.514,11.2,16,13.6,3.4,1.2,6.2,17.2,11.1,113.1,112.8,0.3,112.6,111.6,1,0.034,0.57,8.9,0.099,0.138,0.119,15.6,15.7,0.6,0.638,0.108,0.111,103.15,102.39,0.069,2626,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
VJ Edgecombe,PHI,2025-26,75,35,14,,,,,,,,,,,,,-0.5,-0.4,-0.1,4.4,1.9,2.5,0.081,1,0.54,0.409,0.176,5,12.7,8.8,17.4,2,1.4,11,20.1,114.8,113.9,0.9,113.7,111.9,1.8,0.172,2.3,20.2,0.044,0.111,0.077,8.8,8.8,0.51,0.54,0.196,0.201,101.83,100.44,0.092,5492,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Hunter Sallis,PHI,2025-26,7,3.7,2,,,,,,,,,,,,,-10.6,-7.7,-2.9,-0.1,-0.1,0,-0.149,-0.1,0.595,0,0.4,0,4.2,2.1,20.6,0,3.6,46,17.7,89.5,112.3,-22.8,89,115.4,-26.3,0.235,0.8,26.7,,0.034,0.017,33.3,33.6,0.6,0.595,0.169,0.175,105.41,106.57,0.024,57,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Johni Broome,PHI,2025-26,11,5,0.4,-3.4314,-1.99876,-1.43267,,,,,,,,,,-16.2,-11.9,-4.4,-0.2,-0.3,0.1,-0.212,-0.2,0.188,0.208,0.25,13.7,18.1,15.9,9.2,2.6,3.4,10.1,22.8,88.9,102.5,-13.6,88.2,107.4,-19.2,0.118,1.33,11.8,0.109,0.17,0.137,8.8,8.9,0.167,0.188,0.226,0.232,101.45,103.43,-0.02,117,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Giannis Antetokounmpo,MIL,2025-26,36,28.9,32.6,6.8058,5.60854,1.19721,5.14,3.71,1.44,7.21,6.17,1.04,,,,9.5,7.7,1.8,5,3.9,1.1,0.231,3,0.658,0.075,0.597,10.7,27.4,19.2,38.7,1.6,2.3,13.2,37,119.4,114.9,4.4,118.8,114.1,4.6,0.344,1.7,18.4,0.098,0.233,0.168,10.8,10.8,0.636,0.658,0.358,0.367,100.51,99.9,0.213,2163,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Gary Harris,MIL,2025-26,48,13.8,8,-3.2856,-2.01682,-1.26881,-0.82,-1.44,0.61,-0.91,-0.89,-0.02,,,,-2.5,-3.2,0.7,0.7,0.4,0.3,0.054,-0.1,0.593,0.654,0.087,2.8,7.6,5.2,9.9,2,1.4,15,8.5,105.9,115.5,-9.6,106.1,116.6,-10.6,0.105,2.68,28.8,0.025,0.072,0.048,10.7,10.7,0.577,0.593,0.082,0.086,98.34,98.9,0.048,1361,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Thanasis Antetokounmpo,MIL,2025-26,34,4.4,14,-4.7971,-3.2467,-1.55043,-1.11,-2.64,1.53,-1.14,-1.94,0.79,,,,-1.7,-3.5,1.8,0.2,0,0.2,0.076,0,0.52,0.125,0.938,9.2,13.7,11.5,13.6,4.3,4,18.1,16.5,97.4,94.3,3.1,98.3,99.3,-1,0.172,1.5,21.4,0.071,0.125,0.096,14.3,14.2,0.469,0.52,0.154,0.159,99.32,102.35,0.094,313,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Myles Turner,MIL,2025-26,71,26.9,14.2,,,,-0.11,-0.97,0.86,0.27,-0.34,0.61,,,,-0.9,-0.9,0,3,1.2,1.8,0.076,0.5,0.584,0.594,0.274,4.5,17.8,11.2,7.7,1.3,6,10.3,18.6,109.6,115.8,-6.2,108.9,114.4,-5.5,0.079,1.24,11.3,0.039,0.152,0.096,9.1,9.1,0.553,0.584,0.181,0.185,101.37,100.47,0.086,4011,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Bobby Portis,MIL,2025-26,67,24.2,17.1,,,,-0.89,-0.05,-0.84,-1,0.78,-1.78,,,,0,1.5,-1.6,2.8,1.6,1.2,0.083,0.8,0.587,0.395,0.091,6.3,23.5,14.9,10.5,1.2,0.7,7.8,23.1,110.2,118.4,-8.2,110.5,117.1,-6.6,0.103,1.59,11.1,0.055,0.198,0.129,6.9,6.9,0.578,0.587,0.225,0.233,99.18,98.78,0.122,3336,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Taurean Prince,MIL,2025-26,26,23.5,10.5,,,,-1.14,-0.95,-0.18,-2.34,-0.39,-1.95,,,,-3.1,-1.3,-1.8,0.5,0.2,0.3,0.039,-0.2,0.617,0.733,0.031,0.7,14.1,7.5,10.7,1.3,1,13.8,16.2,113.7,117.5,-3.8,114,116.5,-2.5,0.102,1.48,17,0.007,0.125,0.067,11.5,11.5,0.61,0.617,0.157,0.162,100.21,99.88,0.073,1271,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Kyle Kuzma,MIL,2025-26,69,26.2,14.1,,,,,,,,,,,,,-2.3,-1,-1.3,1.9,0.9,1,0.051,-0.1,0.581,0.347,0.27,3.6,15.9,9.8,15.5,1.3,1.5,13.4,21.8,110.2,116.8,-6.6,110.1,116.6,-6.5,0.153,1.55,17.2,0.032,0.134,0.084,11.1,11.1,0.552,0.581,0.212,0.219,100.69,100.59,0.096,3769,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Gary Trent Jr.,MIL,2025-26,65,21.2,8,,,,,,,,,,,,,-5.4,-3.2,-2.2,-0.1,-0.2,0.2,-0.002,-1.2,0.533,0.723,0.11,0.7,4.8,2.8,8,1.2,0.2,7.6,17.2,107.9,120.4,-12.4,107.1,119.3,-12.2,0.082,1.93,12.9,0.006,0.044,0.024,6.7,6.7,0.517,0.533,0.167,0.173,100.35,99.53,0.047,2859,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Kevin Porter Jr.,MIL,2025-26,38,33.2,18.7,,,,,,,,,,,,,2.1,0.8,1.2,2.8,1.5,1.3,0.106,1.3,0.567,0.278,0.304,3.1,14.6,8.9,33.8,3.2,1.5,15.9,24.3,111.4,116.1,-4.7,110.8,115.5,-4.7,0.336,2.55,28.8,0.027,0.123,0.077,11.3,11.3,0.51,0.567,0.236,0.242,99.74,99.18,0.132,2612,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Amir Coffey,MIL,2025-26,30,8.8,8.4,,,,,,,,,,,,,-5.2,-3.2,-2,0.3,0.2,0,0.048,-0.2,0.584,0.455,0.273,2.6,8.5,5.5,5.5,0.6,1.1,6.1,10.9,100.7,109.2,-8.5,102.5,109.3,-6.8,0.058,2.75,14.7,0.022,0.069,0.047,5.3,5.2,0.536,0.584,0.104,0.11,100.62,101.59,0.059,556,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Cole Anthony,MIL,2025-26,35,15.1,10.7,-2.8071,-1.66136,-1.14577,,,,,,,,,,-4.7,-3.9,-0.9,-0.5,-0.9,0.4,-0.042,-0.4,0.483,0.312,0.113,3.5,15.1,9.3,34.8,1.9,2.1,21.1,25.8,103.4,113.1,-9.7,105.2,113.5,-8.3,0.354,1.86,28.3,0.029,0.126,0.078,15.2,15.2,0.472,0.483,0.244,0.256,100.96,101.99,0.082,1118,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Jericho Sims,MIL,2025-26,67,19.7,12.9,,,,,,,,,,,,,-3.1,-2.1,-0.9,3.2,2.5,0.7,0.117,-0.4,0.772,0,0.384,12.7,19,15.9,10.7,0.7,1.3,25.8,9.8,110.3,120.3,-10.1,110.1,119.9,-9.8,0.109,1.39,26.4,0.115,0.171,0.143,19,19,0.784,0.772,0.095,0.098,97.97,97.72,0.083,2682,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Cam Thomas,MIL,2025-26,18,16.6,13.1,,,,,,,,,,,,,-5.3,-1.9,-3.4,-0.2,-0.2,0.1,-0.028,-0.3,0.534,0.333,0.399,0.8,9.8,5.3,18.2,0.8,0.7,12.6,30.4,112.9,126.2,-13.2,111.6,125.7,-14.2,0.19,1.31,14.2,0.007,0.087,0.048,10.9,10.8,0.477,0.534,0.297,0.308,97.81,97.08,0.09,604,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Ryan Rollins,MIL,2025-26,74,32.1,16.2,,,,,,,,,,,,,0.2,0.7,-0.5,3.4,1.7,1.8,0.069,1.3,0.583,0.44,0.152,2.6,13.4,8,27.1,2.3,1.3,15.5,24.2,113.3,116.5,-3.2,112.4,115.2,-2.8,0.264,2.06,24.2,0.023,0.115,0.07,11.7,11.7,0.561,0.583,0.236,0.242,100.49,99.55,0.111,4920,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
AJ Green,MIL,2025-26,78,29.1,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1,116.7,-3.6,112.1,115.9,-3.8,0.09,2.03,17.6,0.013,0.08,0.046,8.7,8.6,0.612,0.627,0.135,0.139,100.08,99.28,0.058,4704,,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Ousmane Dieng,MIL,2025-26,30,26.8,10.3,,,,,,,,,,,,,-4.6,-3,-1.7,-0.3,-0.8,0.5,-0.02,-0.5,0.511,0.443,0.127,3,16.3,9.7,19.6,1.4,1.2,17.1,21.5,109.6,103.5,6.1,111.9,104.3,7.5,0.139,3.5,21.5,0.028,0.099,0.067,6.2,6.2,0.516,0.534,0.152,0.156,98.88,100.25,0.072,612,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Andre Jackson Jr.,MIL,2025-26,48,8.5,6.8,-3.421,-2.23403,-1.18699,,,,,,,,,,-7.1,-5.7,-1.4,-0.4,-0.7,0.3,-0.047,-0.5,0.425,0.504,0.269,7,12.9,10,14,2.3,1,18.9,17.8,103.2,110.6,-7.5,103.3,112.8,-9.5,0.16,1.39,20.7,0.059,0.126,0.09,14.9,15,0.391,0.425,0.17,0.174,99.21,100.27,0.044,849,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Pete Nance,MIL,2025-26,47,15.7,11.6,-3.3113,-1.72101,-1.59033,,,,,,,,,,-2.3,-1,-1.2,1.1,0.8,0.4,0.072,-0.1,0.639,0.613,0.057,4.2,14.9,9.6,9.2,0.9,1.9,11.6,13.5,112.2,117.4,-5.2,112.5,118.2,-5.7,0.092,1.85,17.6,0.038,0.135,0.086,9.5,9.5,0.644,0.639,0.132,0.137,97.36,97.81,0.078,1502,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Cormac Ryan,MIL,2025-26,11,24.6,16.9,-2.4712,-1.28067,-1.19052,,,,,,,,,,-0.8,1,-1.8,0.6,0.5,0.1,0.114,0.1,0.692,0.578,0.255,3.4,8.3,5.8,10.8,2,1.1,13,21.3,116,119,-3.1,113.6,119.9,-6.3,0.11,1.12,12.8,0.032,0.078,0.055,11.5,11.4,0.652,0.692,0.206,0.213,97.4,96.73,0.104,545,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Mark Sears,MIL,2025-26,7,3.7,15.2,,,,,,,,,,,,,-2.2,2.4,-4.6,0,0,0,0.013,0,0.666,0.615,0.615,4.4,4.3,4.3,12.5,0,0,19.5,34.9,123.2,101.8,21.4,135.2,104.6,30.6,0.125,0.5,8.7,0.053,0.045,0.049,17.4,17.8,0.615,0.666,0.344,0.366,97.1,103.06,0.078,56,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Alex Antetokounmpo,MIL,2025-26,6,3.5,28.6,,,,,,,,,,,,,5.4,7.3,-1.9,0.1,0.1,0,0.282,0,0.651,0.875,1.875,10.9,21.4,16.2,6.8,0,4.8,6.4,32.8,102.2,89.4,12.8,102.4,98.5,3.9,0.083,1,5.9,0.083,0.138,0.113,5.9,6,0.5,0.651,0.314,0.313,102.99,108.15,0.196,46,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Nikola Vučević,CHI,2025-26,48,30.8,18.2,,,,,,,,,,,,,1.8,1.9,-0.1,3.5,2.2,1.3,0.115,1.4,0.585,0.33,0.112,7.3,23.4,15.5,18.7,1,1.8,9.1,21.5,112.6,102.3,10.3,111.1,102.8,8.3,0.142,2,16.3,0.068,0.215,0.143,8.2,8.2,0.504,0.526,0.204,0.21,98.13,97.69,0.12,691,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Guerschon Yabusele,CHI,2025-26,26,24.7,12.5,,,,-1.52,-0.91,-0.61,-1.28,-0.14,-1.14,,,,-1.3,-0.8,-0.5,1,0.5,0.5,0.074,0.1,0.564,0.624,0.293,5.4,18.8,12.2,9.4,1.5,1.5,10.1,16.7,110.9,110.8,,112.5,111.3,1.3,0.066,1.2,12.3,0.064,0.162,0.114,10.3,10.3,0.486,0.499,0.144,0.149,99.94,100.88,0.062,772,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Zach Collins,CHI,2025-26,10,18.4,17.9,,,,,,,,,,,,,0.2,1,-0.7,0.5,0.4,0.1,0.137,0.1,0.666,0.328,0.313,9.4,22.8,16.2,12,0.5,1.9,12.1,18.8,115,111.6,3.4,116.6,110.7,5.9,0.114,1.5,15.5,0.081,0.205,0.143,10.3,10.2,0.648,0.666,0.177,0.188,103.94,104.24,0.123,401,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Collin Sexton,CHI,2025-26,26,26,17,,,,,,,,,,,,,-0.2,0.3,-0.5,1.2,0.7,0.5,0.084,0.3,0.609,0.409,0.308,3.7,8.1,5.9,15.1,2.8,0.4,12.3,26.2,108.7,115,-6.4,107.3,114,-6.7,0.151,1.27,13.6,0.032,0.068,0.05,10.7,10.6,0.566,0.609,0.248,0.255,107.52,106.35,0.103,1502,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
