player_name,season,season_end_year,team_abbreviation,team_name,games_played,minutes,minutes_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,true_shooting_pct,effective_field_goal_pct,per,defensive_rating,db_age,db_dpm,db_o_dpm,db_offposs,db_total_rapm,db_transition_ts,season_games_played,season_minutes,season_minutes_per_game,season_points_per_game,history_weighted_seasons,history_recent_weight
Amen Thompson,25-26,2026,HOU,Rockets,76.89736988842851,2814.19,36.5749612273176,17.4892039146211,7.96599745624506,4.99113956737599,1.480280483922822,0.7990201043374813,2.325477992704662,59.705860370107104,55.35294328927733,18.87362876870123,112.1607201064766,21.94588362954424,2.090290790171069,0.8382082601327402,4070.3588662354746,0.8334853970665214,0.6824842977812448,79.0,2953.0,37.400001525878906,18.299999237060547,3.0,0.6092452282420444
Amir Coffey,25-26,2026,PHX,Suns,60.80857824950022,1306.8615,19.606854717282165,7.172711738079516,1.8455419295389344,0.920526128530656,0.471804381877803,0.1211494171505496,0.4506549614901068,60.419333555026505,56.1494183750226,10.228311253652024,118.07981254211847,27.35960949667864,-2.654311773041305,-1.4944934256329423,3384.984240038389,0.1056131122400231,0.4994777042201949,16.0,225.0,14.100000381469728,4.800000190734863,3.0,0.2563912724665267
Andre Drummond,25-26,2026,PHI,76ers,57.15781531618984,1114.999,19.40212866764784,6.55589587460675,8.242538827945165,1.228251790744966,0.6855922591838154,0.7351136253900687,1.093898678284067,53.703656422397785,51.492384025470784,16.14406517506621,111.19578163671522,32.54001207272312,-1.324021003373219,-2.4613031006483865,2180.407512767942,-2.409078124283816,0.7772055588122375,63.0,1231.0,19.5,6.400000095367432,3.0,0.6429414378391163
Andrew Nembhard,25-26,2026,IND,Pacers,59.000632525058016,1816.6316,30.79370754692448,15.118506625425976,2.968467302118692,7.021265210751262,0.9879346889869184,0.1293115658813965,2.2229885305278216,55.814912041289,50.95710098146963,14.591436329364546,119.92496842444548,24.996468013848503,-0.2748846083737739,-0.2093534512503804,3780.369991133812,1.8669589811704244,0.631641421072368,57.0,1786.0,31.299999237060547,16.899999618530273,3.0,0.5881836869369871
Andrew Wiggins,25-26,2026,MIA,Heat,62.35271238170669,1860.4506,29.84058438687542,15.655696793196524,4.71444491321925,2.5031262752996155,0.9895208251144808,0.901982819800972,1.4144448096182516,57.59490299161482,54.45886441628205,15.089927093104356,114.81205691376684,30.49691707299916,-0.5702461815625,-0.4668069681829592,4139.280602046281,-0.4913090111868776,0.5805204513276203,68.0,2063.0,30.299999237060547,15.399999618530272,3.0,0.6345340818098802
Anfernee Simons,25-26,2026,BOS,Celtics,55.87344312915634,1540.6935,26.81045072253302,15.56133615195406,2.4562676325856767,3.0694008070920398,0.7001196171221993,0.1000000014901161,1.3362673641291587,57.22763355055872,54.51148418362432,14.908516589398548,117.72983161908124,25.323010009765238,-1.3386044274929645,0.7110466531542331,4259.663650217223,-1.3159343032515127,0.1648263417347621,49.0,1202.0,24.5,14.199999809265137,3.0,0.5612444473516385
Anfernee Simons,25-26,2026,CHI,Bulls,55.87344312915634,1540.6935,26.81045072253302,15.56133615195406,2.4562676325856767,3.0694008070920398,0.7001196171221993,0.1000000014901161,1.3362673641291587,57.22763355055872,54.51148418362432,14.908516589398548,117.72983161908124,25.323010009765238,-1.3386044274929645,0.7110466531542331,4259.663650217223,-1.3159343032515127,0.1648263417347621,6.0,170.0,28.299999237060547,15.199999809265137,3.0,0.5612444473516385
Anthony Black,25-26,2026,ORL,Magic,67.58178974775429,1942.2975,28.931379439962782,14.00199995591517,3.6462609565217514,3.6596096042439954,1.3642792136270618,0.6932682618003896,2.0849798975319302,54.07496382943986,49.985227776022,13.398202656087266,112.7114956650928,20.957187385802,-0.7041463454017214,-1.8633916964902573,3383.09182124869,-0.993016714866498,0.1766800622005439,64.0,1910.0,29.799999237060547,15.0,3.0,0.627426953328375
Anthony Davis,25-26,2026,DAL,Mavericks,37.21748135226436,1263.4009,33.03953712254401,22.92088522329457,11.631143966738696,3.1231249406584904,1.1841058220873928,1.9390190979386024,2.1332019261290465,57.99922805816929,53.74433423879684,24.120490935818985,109.69978814822642,32.219221041302745,2.657554530584112,0.848726843993395,2784.919247692718,0.4630530287974654,0.6436648326271113,20.0,626.0,31.299999237060547,20.399999618530277,3.0,0.4909615622769064
Anthony Edwards,25-26,2026,MIN,Timberwolves,65.63761422043146,2328.91,35.3681863477044,28.53792620598188,5.188663536640298,3.889492366452834,1.3457003071412366,0.7512416119529266,2.980064300579648,61.188593914415975,56.62515375661185,21.273086229981217,113.43404165451574,23.259999476000665,4.082000116221609,4.033000164236874,5737.600001218169,1.722270564854368,0.6730999886039644,61.0,2137.0,35.0,28.799999237060547,3.0,0.5923547655315856
Anthony Gill,25-26,2026,WAS,Wizards,53.6777913475793,787.9992,14.53558474046966,4.915278729229698,2.4681051763247184,1.0324903843857238,0.4871768697630054,0.2968757142108617,0.5759440587596821,64.78422541322998,62.52662804715362,12.6734717486752,123.11127858189772,32.02503920290633,-1.576171118483083,-1.52434533831021,868.8789687430962,0.2285104694899588,,55.0,951.0,17.299999237060547,5.800000190734863,3.0,0.6936949827524411
Ariel Hukporti,25-26,2026,NYK,Knicks,47.15808317134328,431.7042,9.082035726012434,2.1292215808571973,2.687664723012704,0.476407184755701,0.1528143689760306,0.5235928222755062,0.6471856543304557,62.725750108647816,59.44802464414383,10.9091013642073,111.33700407780022,23.100000381469727,-2.75,-3.220000028610229,447.0,-0.727769136428833,,54.0,498.0,9.199999809265137,2.200000047683716,2.0,0.7640718334945958
Asa Newell,25-26,2026,ATL,Hawks,44.0,500.0,11.399999618530272,5.199999809265137,2.200000047683716,0.6000000238418579,0.4000000059604645,0.3000000119209289,0.5,62.400001525878906,62.400001525878906,14.199999809265137,114.9000015258789,,,,,,,44.0,500.0,11.399999618530272,5.199999809265137,1.0,1.0
Ausar Thompson,25-26,2026,DET,Pistons,69.69308100181202,1759.0875,25.125881333418526,9.984052522901564,5.524848622260036,2.9296501850003525,1.9494469926345144,0.8485271269541845,1.4801871823572783,55.16005913417324,53.511564605877794,16.5808407097045,105.85907726417682,21.885709366764324,0.4849416070199797,-0.9030792952022688,2911.891828941649,-0.1527663621088905,0.4265033673750438,73.0,1896.0,26.0,9.899999618530272,3.0,0.6222538047251596
